Brand,Model,VehicleType,BodyStyle,SizeClass,Economy,Luxury,Comfort,Performance,Practicality,Family,Commute,Confidence,Source,ProfileVersion,LastUpdatedUTC
Isuzu,Rodeo Denver,PICKUP,PICKUP,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Isuzu,Trooper,UNKNOWN,SUV,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
İş,Makineleri Ekskavatör (Kepçe),OTHER,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Jaguar,E-Pace,CAR,SUV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Jaguar,F-Pace,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Jaguar,I-Pace,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Jaguar,S-Type,CAR,SEDAN,LARGE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Jaguar,X-Type,CAR,SEDAN,MIDSIZE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Jaguar,XE,CAR,SEDAN,COMPACT,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Jaguar,XF,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Jaguar,XJ,CAR,SEDAN,LARGE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Jaguar,XJS,CAR,COUPE,LARGE,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Jaguar,XK8,CAR,COUPE,LARGE,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Jaguar,XKR,CAR,COUPE,LARGE,LOW,HIGH,HIGH,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Jeep,Avenger,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Jeep,Cherokee,CAR,SUV,MIDSIZE,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Jeep,Compass,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Jeep,Gladiator,PICKUP,PICKUP,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Jeep,Grand Cherokee,CAR,SUV,LARGE,LOW,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Jeep,Renegade,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Jeep,Wrangler,CAR,SUV,MIDSIZE,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Jet,Ski,OTHER,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Kawasaki,KX 450F,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Kawasaki,Ninja 650,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Kawasaki,Ninja ZX-10R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Kawasaki,Ninja ZX-6R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Kawasaki,Versys X300,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Kawasaki,VN 800 Classic,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Kawasaki,Vulcan S,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Kawasaki,ZX 4RR,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Kia,Carnival,CAR,MPV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Kia,Cerato,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Kia,Optima,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Kia,Picanto,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Kia,Seltos,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-05T06:11:44+00:00
Kia,Sorento,CAR,SUV,LARGE,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Kia,Sportage,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
KTM,125 Duke,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
KTM,1290 Super Duke R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
KTM,150 SX,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
KTM,390 Adventure,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
KTM,390 RC,MOTORCYCLE,MOTORCYCLE,SMALL,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
KTM,790 Adventure,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
KTM,790 Duke,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
KTM,950 Adventure,MOTORCYCLE,MOTORCYCLE,LARGE,LOW,LOW,MEDIUM,HIGH,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Kuba,Brilliand,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Kuba,Pesaro,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Lamborghini,Gallardo,CAR,COUPE,MIDSIZE,LOW,HIGH,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Lamborghini,Urus,CAR,SUV,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Land Rover,Defender,UNKNOWN,SUV,LARGE,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Land Rover,Discovery,CAR,SUV,LARGE,LOW,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Land Rover,Discovery Sport,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Land Rover,Freelander,CAR,SUV,COMPACT,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Land Rover,Range Rover,CAR,SUV,LARGE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Land Rover,Range Rover Evoque,CAR,SUV,COMPACT,LOW,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Land Rover,Range Rover Sport,UNKNOWN,SUV,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Land Rover,Range Rover Velar,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Lexus,ES,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Lexus,NX,CAR,SUV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Lexus,NX 300h,CAR,SUV,COMPACT,HIGH,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Lexus,RC 200t,CAR,COUPE,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Lexus,RC 350 F 3.5L,CAR,COUPE,COMPACT,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Lexus,UX,CAR,CROSSOVER,COMPACT,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
MAN,TGE,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Maserati,Ghibli,CAR,SEDAN,MIDSIZE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Maserati,Levante,CAR,SUV,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Maserati,MC20,CAR,COUPE,MIDSIZE,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Mazda,2,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Mazda,3,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Mazda,6,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Mazda,Atenza,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Mazda,Axela,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Mazda,B Serisi,PICKUP,PICKUP,LARGE,MEDIUM,LOW,LOW,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mazda,Bango,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Mazda,Biante,CAR,MPV,MIDSIZE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Mazda,Carol,CAR,HATCHBACK,MICRO,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Mazda,CX-3,CAR,CROSSOVER,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Mazda,CX-30,CAR,CROSSOVER,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Mazda,CX-5,CAR,SUV,COMPACT,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Mazda,CX-60,CAR,SUV,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Mazda,CX-8,CAR,SUV,LARGE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Mazda,Demio,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Mazda,Familia,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Mazda,MX,CAR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Mazda,MX-30,CAR,CROSSOVER,COMPACT,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Mazda,Premacy,CAR,MPV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mazda,Roadstar,CAR,CONVERTIBLE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Mazda,Roadster V5,CAR,CONVERTIBLE,COMPACT,MEDIUM,MEDIUM,LOW,HIGH,LOW,LOW,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Mazda,RX 7,CAR,COUPE,COMPACT,LOW,LOW,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mazda,RX 8,CAR,COUPE,COMPACT,LOW,LOW,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Mercedes-Benz,190,CAR,SEDAN,COMPACT,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Mercedes-Benz,200,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Mercedes-Benz,260 E,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Mercedes-Benz,280 SE,CAR,SEDAN,LARGE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Mercedes-Benz,300 D,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Mercedes-Benz,A Serisi,CAR,HATCHBACK,COMPACT,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Mercedes-Benz,AMG GT,CAR,COUPE,MIDSIZE,LOW,HIGH,HIGH,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Mercedes-Benz,B Serisi,CAR,MPV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Mercedes-Benz,C Serisi,CAR,SEDAN,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Mercedes-Benz,Citan,VAN,VAN,COMPACT,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Mercedes-Benz,CL,CAR,COUPE,LARGE,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mercedes-Benz,CLA,CAR,SEDAN,COMPACT,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Mercedes-Benz,CLC,CAR,COUPE,COMPACT,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Mercedes-Benz,CLE Coupé,CAR,COUPE,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Mercedes-Benz,CLK,CAR,COUPE,MIDSIZE,MEDIUM,HIGH,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Mercedes-Benz,CLS,CAR,COUPE,LARGE,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Mercedes-Benz,E Serisi,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Mercedes-Benz,EQA,CAR,SUV,COMPACT,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Mercedes-Benz,EQB,CAR,SUV,COMPACT,HIGH,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mercedes-Benz,EQC,CAR,SUV,MIDSIZE,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Mercedes-Benz,EQE,CAR,SEDAN,LARGE,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mercedes-Benz,EQS,CAR,SEDAN,LARGE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Mercedes-Benz,G Serisi,CAR,SUV,LARGE,LOW,HIGH,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Mercedes-Benz,GL,CAR,SUV,LARGE,LOW,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Mercedes-Benz,GLA,CAR,SUV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Mercedes-Benz,GLB,CAR,SUV,COMPACT,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mercedes-Benz,GLC,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Mercedes-Benz,GLC Coupe,CAR,SUV,MIDSIZE,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Mercedes-Benz,GLE,CAR,SUV,LARGE,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Mercedes-Benz,GLE Coupe,CAR,COUPE,LARGE,LOW,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Mercedes-Benz,GLS,CAR,SUV,LARGE,LOW,HIGH,HIGH,MEDIUM,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Mercedes-Benz,ML,CAR,SUV,LARGE,LOW,HIGH,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Mercedes-Benz,S Serisi,CAR,SEDAN,LARGE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Mercedes-Benz,SL,CAR,CONVERTIBLE,LARGE,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Mercedes-Benz,SLC,CAR,CONVERTIBLE,COMPACT,MEDIUM,HIGH,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Mercedes-Benz,SLK,CAR,CONVERTIBLE,COMPACT,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Mercedes-Benz,Sprinter Panel Van,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
