BusinessGranularity,VehicleType,Brand,Model,CategoryDetail,Year,CurrentListings,CurrentStartingPrice,CurrentMedianPrice,CurrentHighestPrice,GalleryListings,PrivateListings,DistinctCompanies,HistoricalBenchmarkSourceLiquidity,HistoricalBenchmarkSourcePricePressure,LiquidityHistoricalDistinctListings,PricePressureHistoricalDistinctListings,HistoricalDistinctListings,Exit60EligibleListings,PricePressureEligibleListings,MedianObservedDaysToExit,ObservedExitWithin60DaysRate,PriceReductionRate,LiquidityEvidenceConfidence,PricePressureEvidenceConfidence,EvidenceQuality,TurnoverPercentile,RawSupplyScarcityPercentile,CurrentMarketOpportunityPercentile,PricePressureAttractivenessPercentile,EvidencePriorityModifier,TurnoverSignal,CurrentSupplySignal,PricePressureSignal,OpportunityIndexInternal,ConfidenceAdjustedOpportunityIndex,OpportunityPercentile,AcquisitionSignal,AcquisitionReasons,ObservedExitDefinition
CATEGORY_YEAR,Otomobil,Volkswagen,Passat,2.0 TDI BlueMotion,2016,1,12500.0,12500.0,12500.0,0,1,1,MODEL_YEAR,MODEL_YEAR,16.0,16.0,16.0,12.0,14.0,75.0,0.25,0.42857142857142855,LOW,LOW,LOW,5.43,71.07,65.0,7.64,0.93,WEAK,MODERATE,WEAK,18.01,16.75,3.48,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Passat,CC,2016,1,12900.0,12900.0,12900.0,1,0,1,MODEL_YEAR,MODEL_YEAR,16.0,16.0,16.0,12.0,14.0,75.0,0.25,0.42857142857142855,LOW,LOW,LOW,5.43,71.07,65.0,7.64,0.93,WEAK,MODERATE,WEAK,18.01,16.75,3.48,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A3,A3 Hatchback,2016,4,12500.0,12900.0,13900.0,2,2,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,19.0,19.0,19.0,12.0,15.0,23.5,0.4166666666666667,0.4666666666666667,LOW,LOW,LOW,26.74,15.6,15.6,4.74,0.93,WEAK,WEAK,WEAK,17.91,16.66,3.42,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Nissan,Navara,2.3 DCI,2016,5,17900.0,18000.0,23500.0,4,1,4,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,29.0,29.0,29.0,14.0,21.0,30.0,0.35714285714285715,0.38095238095238093,LOW,LOW,LOW,21.88,10.52,10.52,12.01,0.93,WEAK,WEAK,WEAK,16.65,15.48,3.41,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,A Serisi,A 200d,2022,9,23900.0,27000.0,30999.0,8,1,9,CATEGORY_YEAR,CATEGORY_YEAR,24.0,24.0,24.0,16.0,21.0,77.0,0.3125,0.2857142857142857,LOW,LOW,LOW,10.31,4.98,4.98,39.02,0.93,WEAK,WEAK,WEAK,17.86,16.61,3.37,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,320i,2020,5,19500.0,27999.0,30500.0,1,4,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,25.0,25.0,25.0,12.0,16.0,32.0,0.4166666666666667,0.4375,LOW,LOW,LOW,26.74,11.97,11.97,6.93,0.93,WEAK,WEAK,WEAK,17.84,16.59,3.33,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,5 Serisi,520d M Sport,2021,2,29500.0,32250.0,35000.0,1,1,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,19.0,19.0,19.0,14.0,15.0,62.0,0.2857142857142857,0.3333333333333333,LOW,LOW,LOW,7.7,34.06,34.06,23.47,0.93,WEAK,WEAK,WEAK,17.7,16.46,3.29,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mercedes-Benz,GLA,180 / AMG,2017,3,18500.0,18800.0,21000.0,1,2,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,25.0,25.0,25.0,11.0,17.0,11.5,0.2727272727272727,0.29411764705882354,LOW,LOW,LOW,7.85,21.91,21.91,27.45,0.93,WEAK,WEAK,WEAK,16.54,15.38,3.27,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Toyota,Land Cruiser,4.2 Diesel,1999,3,27500.0,27500.0,31000.0,3,0,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,28.0,28.0,28.0,20.0,19.0,30.0,0.35,0.42105263157894735,LOW,LOW,LOW,20.96,21.91,21.91,5.58,0.93,WEAK,WEAK,WEAK,16.54,15.38,3.27,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A6,20 TDI,2019,2,22500.0,28200.0,33900.0,2,0,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,31.0,31.0,31.0,19.0,28.0,25.5,0.3157894736842105,0.35714285714285715,LOW,LOW,LOW,10.55,34.06,34.06,18.58,0.93,WEAK,WEAK,WEAK,17.66,16.42,3.24,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,320d xDrive,2018,1,15000.0,15000.0,15000.0,0,1,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,52.0,52.0,52.0,29.0,36.0,44.0,0.13793103448275862,0.3888888888888889,LOW,MEDIUM,LOW,0.93,71.07,65.0,13.49,0.93,WEAK,MODERATE,WEAK,17.51,16.28,3.2,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,320i,2008,7,6900.0,8750.0,10500.0,2,5,3,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,62.0,22.0,62.0,24.0,13.0,30.0,0.3333333333333333,0.3076923076923077,LOW,LOW,LOW,12.99,7.59,7.59,30.63,0.93,WEAK,WEAK,WEAK,17.2,16.0,3.16,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,Wildtrak,2018,2,25000.0,25500.0,26000.0,2,0,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,31.0,31.0,31.0,15.0,16.0,76.0,0.26666666666666666,0.3125,LOW,LOW,LOW,5.95,34.59,34.59,21.88,0.93,WEAK,WEAK,WEAK,16.46,15.31,3.12,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Golf,1.4 TSI,2019,6,14000.0,16500.0,16500.0,0,6,1,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,30.0,15.0,30.0,12.0,11.0,20.5,0.4166666666666667,0.45454545454545453,LOW,LOW,LOW,26.74,9.3,9.3,5.58,0.93,WEAK,WEAK,WEAK,16.9,15.72,3.11,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A6,20 TDI,2016,2,15500.0,15750.0,16000.0,1,1,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,20.0,20.0,20.0,11.0,18.0,23.0,0.36363636363636365,0.5,LOW,LOW,LOW,18.09,34.06,34.06,3.13,0.93,WEAK,WEAK,WEAK,16.8,15.62,3.07,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,B Serisi,B 180,2012,8,8000.0,9840.0,11000.0,5,3,6,CATEGORY_YEAR,CATEGORY_YEAR,15.0,15.0,15.0,10.0,11.0,51.0,0.2,0.2727272727272727,LOW,LOW,LOW,2.88,6.13,6.13,45.41,0.93,WEAK,WEAK,MODERATE,16.29,15.15,3.03,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Land Rover,Freelander,II 2.2 TD4,2010,4,8950.0,10950.0,12900.0,2,2,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,15.0,15.0,15.0,10.0,13.0,85.0,0.3,0.3076923076923077,LOW,LOW,LOW,12.52,14.67,14.67,23.78,0.93,WEAK,WEAK,WEAK,16.33,15.19,3.02,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,330e,2020,9,20000.0,22500.0,30500.0,4,5,5,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,29.0,16.0,29.0,15.0,10.0,45.0,0.4,0.4,LOW,LOW,LOW,23.69,4.98,4.98,11.43,0.93,WEAK,WEAK,WEAK,16.27,15.13,2.98,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Renault,Clio,1.4,2013,2,3000.0,4750.0,6500.0,1,1,2,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,21.0,21.0,21.0,12.0,17.0,21.5,0.3333333333333333,0.4117647058823529,LOW,LOW,LOW,12.99,34.06,34.06,9.63,0.93,WEAK,WEAK,WEAK,16.2,15.07,2.94,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Land Rover,Discovery Sport,2.0 TD4,2018,1,22999.0,22999.0,22999.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,29.0,17.0,29.0,16.0,11.0,111.5,0.25,0.45454545454545453,LOW,LOW,LOW,4.43,71.4,65.0,3.24,0.93,WEAK,MODERATE,WEAK,16.19,15.06,2.92,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,i Serisi,i3,2021,5,11000.0,15000.0,17500.0,2,3,3,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,49.0,29.0,49.0,14.0,11.0,51.0,0.35714285714285715,0.36363636363636365,LOW,LOW,LOW,17.27,11.97,11.97,17.07,0.93,WEAK,WEAK,WEAK,16.15,15.02,2.9,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,C Serisi,C 200,2018,6,17750.0,23250.0,28200.0,3,3,4,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,39.0,39.0,39.0,19.0,27.0,38.0,0.3684210526315789,0.37037037037037035,LOW,LOW,LOW,18.94,9.3,9.3,15.98,0.93,WEAK,WEAK,WEAK,16.12,14.99,2.85,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,Wildtrak,2019,4,22500.0,25000.0,43900.0,4,0,4,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,52.0,22.0,52.0,29.0,10.0,59.0,0.3448275862068966,0.4,LOW,LOW,LOW,20.27,14.67,14.67,8.39,0.93,WEAK,WEAK,WEAK,15.59,14.5,2.83,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Toyota,Vitz,1.3 16V Automatic,2011,5,5000.0,5700.0,7250.0,2,3,3,CATEGORY_YEAR,CATEGORY_YEAR,21.0,21.0,21.0,12.0,16.0,29.0,0.4166666666666667,0.5625,LOW,LOW,LOW,26.74,11.97,11.97,1.12,0.93,WEAK,WEAK,WEAK,16.1,14.97,2.81,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A5,S Line,2020,2,28000.0,30250.0,32500.0,1,1,2,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,32.0,13.0,32.0,22.0,10.0,39.0,0.36363636363636365,0.6,LOW,LOW,LOW,18.09,34.06,34.06,0.51,0.93,WEAK,WEAK,WEAK,16.01,14.89,2.77,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Toyota,Corolla Cross,Cross,2024,5,28000.0,31000.0,34000.0,5,0,4,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,44.0,18.0,44.0,21.0,17.0,123.5,0.0,0.23529411764705882,LOW,LOW,LOW,0.24,10.52,10.52,43.33,0.93,WEAK,WEAK,MODERATE,15.22,14.15,2.73,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,320d xDrive,2022,7,29500.0,30500.0,32000.0,6,1,5,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,37.0,37.0,37.0,21.0,26.0,50.0,0.09523809523809523,0.2692307692307692,LOW,LOW,LOW,0.26,7.59,7.59,47.04,0.93,WEAK,WEAK,MODERATE,15.76,14.66,2.72,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volvo,S90,2.0 D D4,2019,3,18250.0,25500.0,26500.0,1,2,2,MODEL_ALL_YEARS,CATEGORY_ALL_YEARS,22.0,16.0,22.0,10.0,10.0,35.5,0.2,0.3,LOW,LOW,LOW,2.88,21.69,21.69,33.2,0.93,WEAK,WEAK,WEAK,15.74,14.64,2.68,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,320i,2013,6,10500.0,13000.0,14500.0,2,4,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,27.0,27.0,27.0,12.0,18.0,80.0,0.16666666666666666,0.2777777777777778,LOW,LOW,LOW,1.79,9.3,9.3,43.16,0.93,WEAK,WEAK,MODERATE,15.7,14.6,2.64,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Toyota,Hilux,2.8,2021,2,39900.0,44949.5,49999.0,1,1,2,MODEL_YEAR,MODEL_YEAR,44.0,44.0,44.0,19.0,26.0,106.0,0.15789473684210525,0.3076923076923077,LOW,LOW,LOW,2.29,34.59,34.59,23.78,0.93,WEAK,WEAK,WEAK,15.2,14.14,2.63,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Golf,1.5 eTSI,2023,3,22000.0,23900.0,32000.0,3,0,3,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,31.0,19.0,31.0,13.0,13.0,41.0,0.23076923076923078,0.3076923076923077,LOW,LOW,LOW,4.17,21.69,21.69,30.63,0.93,WEAK,WEAK,WEAK,15.61,14.52,2.59,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mazda,Demio,1.5,2020,4,10350.0,11400.0,12500.0,2,2,3,CATEGORY_YEAR,CATEGORY_YEAR,26.0,26.0,26.0,13.0,15.0,90.0,0.3076923076923077,0.3333333333333333,LOW,LOW,LOW,9.86,15.6,15.6,23.47,0.93,WEAK,WEAK,WEAK,15.09,14.03,2.55,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Nissan,Leaf,30 kWh,2018,2,4700.0,6600.0,8500.0,2,0,2,MODEL_YEAR,MODEL_YEAR,38.0,38.0,38.0,17.0,20.0,70.5,0.23529411764705882,0.35,LOW,LOW,LOW,4.6,34.06,34.06,19.86,0.93,WEAK,WEAK,WEAK,15.07,14.02,2.51,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Golf,1.4 TSI,2017,3,12700.0,14990.0,17500.0,2,1,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,35.0,35.0,35.0,14.0,24.0,44.0,0.35714285714285715,0.4583333333333333,LOW,LOW,LOW,17.27,21.69,21.69,5.04,0.93,WEAK,WEAK,WEAK,14.48,13.47,2.46,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,2.2 TDCi,2016,3,15000.0,16000.0,22750.0,0,3,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,31.0,31.0,31.0,19.0,23.0,24.0,0.3157894736842105,0.391304347826087,LOW,LOW,LOW,15.01,21.91,21.91,10.15,0.93,WEAK,WEAK,WEAK,14.93,13.88,2.44,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,2.2 TDCi,2014,3,15000.0,18500.0,28500.0,2,1,3,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,31.0,31.0,31.0,19.0,23.0,24.0,0.3157894736842105,0.391304347826087,LOW,LOW,LOW,15.01,21.91,21.91,10.15,0.93,WEAK,WEAK,WEAK,14.93,13.88,2.44,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,2.2 TDCi,2013,3,12900.0,15000.0,16900.0,3,0,3,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,31.0,31.0,31.0,19.0,23.0,24.0,0.3157894736842105,0.391304347826087,LOW,LOW,LOW,15.01,21.91,21.91,10.15,0.93,WEAK,WEAK,WEAK,14.93,13.88,2.44,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Polo,1.2 TSI,2017,5,8000.0,8700.0,10750.0,1,4,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,18.0,18.0,18.0,10.0,15.0,26.0,0.4,0.6,LOW,LOW,LOW,23.69,11.97,11.97,0.51,0.93,WEAK,WEAK,WEAK,14.39,13.38,2.42,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,3 Serisi,328i,2013,2,19900.0,20700.0,21500.0,1,1,2,MODEL_YEAR,MODEL_YEAR,36.0,36.0,36.0,15.0,23.0,80.0,0.2,0.34782608695652173,LOW,LOW,LOW,2.88,34.06,34.06,20.29,0.93,WEAK,WEAK,WEAK,14.34,13.34,2.38,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,1 Serisi,118i,2019,9,12900.0,15000.0,19500.0,2,7,3,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,57.0,16.0,57.0,26.0,11.0,30.0,0.34615384615384615,0.36363636363636365,LOW,LOW,LOW,16.06,4.98,4.98,17.07,0.93,WEAK,WEAK,WEAK,14.15,13.16,2.33,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,SLK,200,2007,2,12900.0,12900.0,12900.0,2,0,1,MODEL_ALL_YEARS,MODEL_ALL_YEARS,21.0,21.0,21.0,10.0,12.0,41.0,0.1,0.3333333333333333,LOW,LOW,LOW,0.52,34.06,34.06,23.47,0.93,WEAK,WEAK,WEAK,14.11,13.12,2.29,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Volkswagen,Passat,1.6 TDI BlueMotion,2016,2,12500.0,12750.0,13000.0,1,1,2,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,18.0,18.0,18.0,13.0,14.0,62.0,0.3076923076923077,0.42857142857142855,LOW,LOW,LOW,9.86,34.06,34.06,7.64,0.93,WEAK,WEAK,WEAK,14.03,13.05,2.25,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Ford,Ranger,2.2 TDCi,2018,2,16500.0,19000.0,21500.0,1,1,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,13.0,13.0,13.0,10.0,11.0,50.0,0.3,0.45454545454545453,LOW,LOW,LOW,12.52,34.59,34.59,3.24,0.93,WEAK,WEAK,WEAK,14.15,13.16,2.24,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,1 Serisi,116i,2008,3,4950.0,5000.0,5750.0,0,3,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,31.0,31.0,31.0,17.0,19.0,41.5,0.35294117647058826,0.47368421052631576,LOW,LOW,LOW,16.52,21.69,21.69,4.46,0.93,WEAK,WEAK,WEAK,13.94,12.96,2.2,CAUTION,WEAK_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_HIGH_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
